,0,1,2,3
17,고양이가 아기의 얼굴을 문지르고 있다.,고양이가 아기에게 문지르고 있다.,3.799999952316284,0.803947925567627
18,남자가 말을 타고 있다.,남자가 말을 타고 있다.,5.0,0.9999999403953552
19,한 남자가 냄비에 기름을 부어 넣는다.,한 남자가 냄비에 와인을 붓는다.,3.200000047683716,0.802209734916687
20,남자가 기타를 치고 있다.,한 소녀가 기타를 치고 있다.,2.799999952316284,0.7922959327697754
21,판다가 슬라이드 아래로 미끄러져 내려간다.,판다가 슬라이드 아래로 미끄러진다.,4.599999904632568,0.9265033602714539
22,여자가 뭔가를 먹고 있다.,한 여성이 고기를 먹고 있다.,3.0,0.6817281246185303
23,한 여자가 감자 껍질을 벗긴다.,한 여성이 감자 껍질을 벗기고 있다.,5.0,0.7920469045639038
24,그 소년은 자전거에서 떨어졌다.,한 소년이 자전거에서 떨어진다.,4.800000190734863,0.8547585606575012
25,여자가 플루트를 연주하고 있다.,한 여성이 플루트를 연주하고 있다.,5.0,0.9411360621452332
26,토끼가 독수리에게서 뛰고 있다.,토끼가 독수리에게서 도망치고 있다.,4.199999809265137,0.8574389815330505
27,여자가 빵을 곁들인 돼지고기를 튀기고 있다.,한 여성이 빵을 곁들인 돼지고기를 요리하고 있다.,4.199999809265137,0.8670681715011597
28,한 소녀가 연을 날리고 있다.,달리는 소녀가 연을 날리고 있다.,4.0,0.8696010112762451
29,한 남자가 기계식 황소를 타고 있다.,한 남자가 기계식 황소를 탔다.,4.0,0.9179345369338989
30,남자가 기타를 연주하고 있다.,남자가 기타를 치고 있다.,4.908999919891357,0.9263876676559448
31,한 여성이 다른 여성들과 춤추고 노래하고 있다.,한 여성이 빗속에서 춤추고 노래하고 있다.,3.0,0.7501777410507202
32,남자가 빵을 자르고 있다.,남자가 양파를 자르고 있다.,2.4000000953674316,0.8253974914550781
33,남자가 팬에 기름을 부어 넣고 있다.,남자가 프라이팬에 기름을 부어 넣고 있다.,4.199999809265137,0.8971217274665833
34,사자가 사람들과 놀고 있다.,사자가 두 남자와 놀고 있다.,3.4000000953674316,0.733810544013977
35,개가 스케이트보드를 탄다.,개가 스케이트보드를 타고 있다.,5.0,0.9033186435699463
36,누군가가 동상을 조각하고 있다.,한 남자가 조각상을 조각하고 있다.,3.75,0.8011886477470398
37,한 여성이 양파를 자르고 있다.,남자가 양파를 자르고 있다.,2.75,0.8482218980789185
38,여자는 새우 껍질을 벗긴다.,한 여성이 새우 껍질을 벗기고 있다.,5.0,0.6397242546081543
39,한 여성이 생선 튀김을 하고 있다.,한 여성이 생선을 요리하고 있다.,4.0,0.8750290870666504
40,한 여성이 일렉트릭 기타를 연주하고 있다.,한 여성이 기타를 치고 있다.,3.5999999046325684,0.902522623538971
41,새끼 호랑이가 공을 가지고 놀고 있다.,아기가 인형을 가지고 놀고 있다.,1.600000023841858,0.7674922943115234
42,사람이 토마토를 자르고 있다.,사람이 고기를 썰고 있다.,1.75,0.7140470743179321
43,사람이 양파를 잘랐다.,사람이 양파를 자르고 있다.,5.0,0.7340762615203857
44,한 남자가 피아노를 치고 있다.,한 여성이 바이올린을 연주하고 있다.,1.0,0.6637959480285645
45,한 여성이 플루트를 연주하고 있다.,남자가 기타를 치고 있다.,1.0,0.5566853284835815
46,남자가 감자를 자르고 있다.,남자가 당근을 자르고 있다.,2.375,0.8796976804733276
47,한 아이가 기타를 치고 있다.,한 소년이 기타를 치고 있다.,3.799999952316284,0.9133253693580627
48,한 소년이 기타를 치고 있다.,남자가 기타를 치고 있다.,3.200000047683716,0.7898357510566711
49,남자가 기타를 치고 있다.,한 소년이 기타를 치고 있다.,3.200000047683716,0.7897908687591553
50,어린 소년이 키보드를 연주하고 있다.,한 소년이 키보드를 하고 있다.,4.400000095367432,0.7977677583694458
51,남자가 기타를 치고 있다.,한 남자가 일렉트릭 기타를 연주하고 있다.,3.75,0.8362360000610352
52,개가 아기를 핥는다.,개가 아기를 핥고 있다.,4.75,0.8672100901603699
53,한 여성이 양파를 자르고 있다.,남자가 양파를 자르고 있다.,3.200000047683716,0.8482218980789185
54,남자가 기타를 치고 있다.,남자가 드럼을 치고 있다.,1.555999994277954,0.8618992567062378
55,여자가 후추를 썰고 있다.,여자가 고추를 자르고 있다.,3.937999963760376,0.8029943704605103
56,남자가 드럼을 치고 있다.,남자가 드럼을 연주한다.,5.0,0.8115799427032471
57,여자가 말을 탄다.,여자가 말을 타고 있다.,5.0,0.8384586572647095
58,남자가 나무 옆에서 바나나를 먹고 있다.,한 남자가 바나나를 먹고 있다.,4.0,0.7793790102005005
59,고양이가 키보드를 연주하고 있다.,한 남자가 두 개의 키보드를 연주하고 있다.,1.600000023841858,0.5786628127098083
60,한 남자가 도끼로 나무를 베다.,한 남자가 도끼로 나무를 베었다.,4.75,0.9516145586967468
61,한 아이가 장난감 전화기로 놀고 있다.,한 어린 소년이 장난감 전화기로 놀고 있다.,3.5,0.9137057065963745
62,한 남자가 오토바이를 타고 있다.,남자가 말을 타고 있다.,1.399999976158142,0.7191088199615479
63,한 남자가 오토바이를 타고 있다.,남자가 말을 타고 있다.,1.399999976158142,0.7191088199615479
64,다람쥐가 원을 그리며 빙빙 돌고 있다.,다람쥐가 원을 그리며 돌고 있다.,4.0,0.9687469601631165
65,남자와 여자가 키스하고 있다.,남자와 여자의 키스...,5.0,0.8182370662689209
66,한 남자가 차에 타고 있다.,한 남자가 차고에서 차에 타고 있다.,3.8329999446868896,0.9203141331672668
67,남자가 춤을 추고 있다.,남자가 말하고 있다.,0.6000000238418579,0.4352707266807556
68,한 남자가 기타를 치고 노래를 부르고 있다.,남자가 기타를 치고 있다.,2.9170000553131104,0.8445085287094116
69,사람이 버섯을 자르고 있다.,사람이 칼로 버섯을 자르고 있다.,4.199999809265137,0.9247512817382812
70,호랑이 새끼가 소리를 내고 있다.,호랑이가 주위를 돌아다니고 있다.,2.0,0.5778419971466064
71,사람이 양파를 자르고 있다.,사람이 양파 껍질을 벗기고 있다.,2.5999999046325684,0.7366856932640076
72,한 남자가 피아노를 치고 있다.,남자가 트럼펫을 연주하고 있다.,1.600000023841858,0.6566967368125916
73,한 여성이 감자 껍질을 벗기고 있다.,여자가 사과 껍질을 벗기고 있다.,2.0,0.8122744560241699
74,판카가 대나무를 먹고 있다.,판다 곰이 대나무를 먹고 있다.,4.199999809265137,0.6973531246185303
75,사람이 양파 껍질을 벗기고 있다.,사람이 가지를 껍질을 벗기고 있다.,2.0,0.8060328960418701
76,원숭이는 다른 원숭이를 밀고 갑니다.,원숭이가 다른 원숭이를 밀었다.,4.800000190734863,0.770172119140625
77,다람쥐가 원을 그리며 돌고 있다.,다람쥐가 원을 그리며 움직이고 있다.,4.400000095367432,0.9526832699775696
78,남자가 신발끈을 묶고 있다.,남자가 신발 끈을 묶는다.,5.0,0.8076322078704834
79,한 소년이 노래를 부르고 피아노를 치고 있다.,한 소년이 피아노를 치고 있다.,3.0,0.9128624200820923
80,개가 물 멜론을 먹고 있다.,개가 수박 한 조각을 먹고 있다.,4.25,0.7628288865089417
81,한 여성이 브로콜리를 자르고 있다.,한 여성이 칼로 브로콜리를 자르고 있다.,4.25,0.9400584101676941
82,남자가 감자 껍질을 벗기고 있다.,한 남자가 감자 껍질을 벗겼다.,3.799999952316284,0.7854849100112915
83,한 여성이 기타를 치고 있다.,남자가 기타를 연주한다.,2.4000000953674316,0.6853285431861877
84,한 여성이 토마토를 자르고 있다.,남자가 양파를 썰고 있다.,1.600000023841858,0.6441527605056763
85,한 남자가 수중에서 수영을 한다.,한 여성이 물속에서 수영하고 있다.,2.0,0.7766430377960205
86,남자와 여자가 이야기를 하고 있다.,한 남자와 여자가 먹고 있다.,1.600000023841858,0.6598905324935913
87,작은 개가 요가공을 쫓고 있다.,개가 공을 쫓고 있다.,4.0,0.7244463562965393
88,남자들이 크리켓을 하고 있다.,남자들이 농구를 하고 있다.,2.200000047683716,0.6955159902572632
89,한 남자가 오토바이를 타고 떠난다.,한 남자가 오토바이를 타고 있다.,4.400000095367432,0.8139593601226807
90,남자가 기타를 치고 있다.,한 남자가 기타를 부르고 연주하고 있다.,3.5999999046325684,0.8480053544044495
91,그 남자는 전화로 말했다.,남자가 전화로 말하고 있다.,3.5999999046325684,0.7834850549697876
92,남자가 낚시를 하고 있다.,남자가 운동을 하고 있다.,0.5,0.5790971517562866
93,남자가 공중 부양하고 있다.,남자가 말하고 있다.,0.800000011920929,0.42971789836883545
94,두 소년이 운전을 하고 있다.,두 개의 만이 춤추고 있다.,0.6000000238418579,0.2700452208518982
95,남자가 말을 타고 있다.,한 소녀가 말을 타고 있다.,2.5999999046325684,0.8268588781356812
96,한 남자가 자전거를 타고 있다.,원숭이가 자전거를 타고 있다.,2.0,0.6999428868293762
97,한 남자가 감자를 썰고 있다.,한 여성이 감자 껍질을 벗기고 있다.,2.200000047683716,0.6727936267852783
98,한 여성이 감자 껍질을 벗기고 있다.,남자가 감자를 자르고 있다.,2.4000000953674316,0.6582404971122742
99,남자가 기타를 치고 있다.,소뇌는 기타를 치고 있다.,3.5999999046325684,0.6028530597686768
100,한 여성이 부추를 자르고 있다.,한 여성이 생강을 썰고 있다.,2.200000047683716,0.7893922328948975
101,남자가 종이 접시를 잘랐다.,남자가 종이 접시를 자르고 있다.,4.800000190734863,0.7709058523178101
102,남자가 기타를 연주하고 있다.,남자가 플루트를 연주하고 있다.,1.6430000066757202,0.8147289752960205
103,한 남자가 피아노를 치고 있다.,남자가 바이올린을 연주하고 있다.,1.75,0.7202438116073608
104,한 여성이 고기를 썰고 있다.,여자가 고기를 구우고 있다.,2.25,0.7350835204124451
105,한 남자가 키보드를 가지고 놀고 있다.,한 남자가 키보드 피아노를 연주하고 있다.,4.0,0.5456824898719788
106,그 숙녀는 양파를 잘랐다.,그 여자는 양파를 잘랐다.,4.800000190734863,0.8759605884552002
107,누군가가 물속에 국수를 넣고 있다.,한 여성이 물 속에서 국수를 끓이고 있다.,3.200000047683716,0.7574905157089233
108,라이오넬 리치가 천장에서 춤을 추고 있다.,라이오넬 리치는 천장에 서서 춤을 춘다.,4.0,0.847114086151123
109,남자가 피아노를 치고 있다.,사람이 피아노를 치고 있다.,4.400000095367432,0.8650996088981628
110,한 여성이 플루트를 연주하고 있다.,한 여성이 플루트를 연주한다.,4.599999904632568,0.9220073819160461
111,소년이 달력을 확인하고 있다.,소년이 달력을 보고 있다.,3.799999952316284,0.9302006959915161
112,여자가 양파를 자르고 있다.,여자가 양파를 잘랐다.,4.800000190734863,0.7683292627334595
113,남자가 기타를 치고 있다.,남자가 기타를 연주한다.,4.85699987411499,0.8376469612121582
114,한 여성이 재봉틀을 사용하고 있다.,한 여성이 기계에 바느질하고 있다.,5.0,0.703346848487854
115,한 여성이 팬케이크를 뒤집고 있다.,만화 요리사가 팬케이크를 뒤집고 있다.,2.5329999923706055,0.6759841442108154
116,한 남자가 도로를 달리고 있다.,차가 도로를 따라 운전하고 있다.,1.0,0.7595713138580322
117,남자가 말을 타고 있다.,한 남자가 전화로 말하고 있다.,1.0,0.4049891233444214
118,남자가 자전거를 타고 있다.,남자가 말을 타고 있다.,2.0,0.7421097755432129
119,여자가 춤을 추고 있다.,남자가 먹고 있다.,0.14300000667572021,0.3584010601043701
120,남자가 피아노를 치고 있다.,남자가 플루트를 연주하고 있다.,2.0,0.7511739730834961
121,남자가 플루트를 연주하고 있다.,남자가 피아노를 치고 있다.,1.600000023841858,0.7511267066001892
122,남자가 빙글빙글 돌고 있다.,남자가 춤을 추고 있다.,1.600000023841858,0.36478686332702637
123,원숭이가 사지에서 사지로 흔들리고 있다.,원숭이가 나무에서 나무로 흔들리고 있다.,3.4000000953674316,0.5523276329040527
124,사람들이 기차에서 내렸다.,사람들은 역에서 기차에서 내렸다.,4.0,0.9335610270500183
125,개가 트램폴린을 타고 뛰어오르고 있다.,개 한 마리가 트램폴린을 타고 튕겨 나온다.,4.800000190734863,0.7307813167572021
126,한 소년이 악기를 연주하고 있다.,남자가 트럼펫을 연주하고 있다.,2.5,0.6533318161964417
127,한 여성이 기타를 연주한다.,한 남자가 기타를 부르고 연주한다.,1.75,0.8529766201972961
128,여자가 캔을 따고 있다.,한 여성이 토마토를 자르고 있다.,1.0,0.5856364965438843
129,남자가 밧줄을 타고 올라가고 있다.,한 남자가 밧줄을 타고 올라간다.,5.0,0.8479604125022888
130,남자가 차를 들어 올리고 있다.,한 남자가 벽을 오르고 있다.,1.399999976158142,0.5110752582550049
131,한 남자와 여자가 지프를 타고 거리를 운전하고 있다.,한 남자와 여자가 야외 차량을 타고 길을 따라 운전하고 있다.,4.0,0.8781981468200684
132,셔츠를 벗은 남자는 의자에 앉아 있었다.,셔츠를 벗은 남자가 의자에 앉아 있다.,3.799999952316284,0.9527429342269897
133,두 여자가 레슬링을 하고 있다.,두 여자가 바닥에서 씨름하고 있다.,4.0,0.6847990155220032
134,강아지는 파란 테니스 공으로 경기를 했다.,강아지가 테니스 공을 가지고 놀고 있다.,4.0,0.7062994241714478
135,캥거루가 뭔가를 먹고 있다.,캥거루가 먹고 있다.,4.800000190734863,0.8459832668304443
136,고양이가 피아노를 치고 있다.,남자가 기타를 치고 있다.,0.6000000238418579,0.6385194063186646
137,남자가 칼로 카펫을 베었다.,남자가 칼로 카펫을 자르고 있다.,4.75,0.7606890201568604
138,한 여성이 전동 스쿠터를 타고 길을 따라 내려간다.,남자가 모터 스쿠터를 타고 있다.,2.200000047683716,0.6663519144058228
139,누군가가 야채를 자르고 있다.,누군가가 토마토를 자르고 있다.,3.0,0.9188274145126343
140,여자가 춤을 추고 있다.,남자가 말하고 있다.,0.0,0.34143680334091187
141,개가 아기의 침을 핥는다.,개가 아기를 핥는다.,2.200000047683716,0.7816745638847351
142,남자가 보트를 노를 저고 있다.,한 남자가 토마토를 자르고 있다.,0.4000000059604645,0.39192861318588257
143,한 남자가 감자를 잘라낸다.,한 남자가 감자를 썰다.,4.800000190734863,0.8302112817764282
144,한 여성이 마늘을 잘게 자르고 있다.,여자가 마늘을 썰고 있다.,4.800000190734863,0.7984142303466797
145,동물이 원을 그리며 달리고 있다.,다람쥐가 원을 그리며 달린다.,3.799999952316284,0.8078694343566895
146,한 남자가 밧줄 다리를 천천히 건너고 있다.,한 소년이 다리를 건너고 있다.,3.0,0.7896851301193237
147,남자가 기타를 치고 있다.,방에 앉아 있는 한 남자가 기타를 치고 있다.,4.0,0.6973342895507812
148,한 남자가 플루트를 연주한다.,남자가 플루트를 연주하고 있다.,5.0,0.8782879114151001
149,한 여성이 달걀 두 개를 유리 그릇에 찢는다.,여자가 달걀을 그릇에 깨고 있다.,3.799999952316284,0.7050102949142456
150,남자가 생선을 자르고 있다.,남자는 물고기를 내장으로 찔러 낸다.,3.0,0.4273601770401001
151,두 남자가 여행 가방을 차 트렁크에 넣고 있다.,남자들이 차 트렁크에 여행 가방을 넣고 있다.,4.400000095367432,0.9094938039779663
152,어떤 남자는 토마토에 기름을 붓는다.,남자는 잘린 토마토에 기름을 부었다.,3.799999952316284,0.6993026733398438
153,남자가 무언가를 자르고 있다.,남자가 빵을 자르고 있다.,3.0,0.8272398710250854
154,남자가 카누를 노를 저고 있다.,남자가 하프를 연주하고 있다.,0.6669999957084656,0.5020608901977539
155,한 남자와 여자가 숲을 함께 걷고 있다.,한 남자와 여자가 숲이 우거진 지역을 팔짱을 끼고 걷고 있다.,4.0,0.8666110038757324
156,그 여자는 캥거루를 집어 들었다.,한 여성이 아기 캥거루를 집어 든다.,3.75,0.4236414432525635
157,물고기가 수영하고 있다.,물고기가 수영을 하고 있다.,4.132999897003174,0.9767919778823853
158,두 명의 여성이 음식물 처리기에 뭔가를 섞는다.,두 여자가 믹서기로 뭔가를 만든다.,4.0,0.5410977005958557
159,사람이 큰 파도를 타고 있다.,사람이 서핑을 하고 있다.,3.5999999046325684,0.5266834497451782
160,남자가 기타를 치고 있다.,남자가 목표물을 찌르고 있다.,1.2000000476837158,0.3046867847442627
161,한 남자가 밴드에서 플루트를 연주하고 있다.,남자가 기타를 치고 있다.,1.600000023841858,0.7178767919540405
162,그 남자는 빵 덩어리에 버터를 뿌렸다.,한 남자가 빵에 버터를 바르고 있다.,4.0,0.6946725249290466
163,사람이 국수를 끓이고 있다.,한 여성이 물 속에서 국수를 끓이고 있다.,4.0,0.7644554376602173
164,한 무리의 사람들이 언덕에서 춤을 춘다.,한 무리의 사람들이 춤을 추고 있다.,3.200000047683716,0.8518111705780029
165,한 남자가 밖에서 춤을 추고 있다.,남자가 플루트를 연주하고 있다.,1.0,0.41503286361694336
166,여자가 남자에게 먹이를 주고 있다.,한 여성이 고기를 섞고 있다.,1.0,0.4284336566925049
167,한 남자가 오븐에 팬을 넣고 있다.,여자가 양파를 자르고 있다.,0.6000000238418579,0.3801654577255249
168,한 여성이 책상에 앉아 있다.,여자가 당나귀를 타고 있다.,0.4000000059604645,0.3613157272338867
169,의료진은 환자를 들것에 실어 운반한다.,의사가 환자를 들것에 싣고 달려간다.,3.4000000953674316,0.8155521750450134
170,한 여성이 무대에서 플루트를 연주하고 있다.,여자가 플루트를 연주하고 있다.,3.5999999046325684,0.8970392942428589
171,두 마리의 아기 판다가 놀고 있다.,두 개의 판다가 함께 누워 있다.,3.0,0.6786495447158813
172,아기가 웃고 있다.,아기가 웃고 낄낄거리고 있다.,4.0,0.8249306678771973
173,남자가 기타를 치고 있다.,한 소년이 피아노를 치고 있다.,1.2000000476837158,0.6588241457939148
174,남자가 종이를 접고 있다.,여자가 후추를 썰고 있다.,0.6000000238418579,0.4713718891143799
175,세 명의 여성이 춤을 추고 있다.,남자가 춤을 추고 있다.,1.600000023841858,0.760446310043335
176,고양이들이 서로 놀고 있다.,두 마리의 고양이가 서로 싸우고 있다.,2.5999999046325684,0.7400909066200256
177,사람이 글을 쓰고 있다.,사람이 연필로 글을 쓰고 있다.,3.5999999046325684,0.8639804720878601
178,남자가 달리고 있다.,한 남자가 길을 달리고 있다.,3.5,0.7700628042221069
179,여자가 반죽을 굴리고 있다.,한 여성이 밀가루를 뿌리고 반죽을 굴리고 있다.,3.765000104904175,0.8723571300506592
180,한 여성이 고기에 향신료를 첨가하고 있다.,여자가 고기에 설탕을 첨가하고 있다.,2.75,0.783536434173584
181,한 여성이 생선에 기름을 첨가하고 있다.,한 여성이 생선에 물을 붓고 있다.,2.25,0.7423328161239624
182,어린 소년이 기타를 들고 있다.,어린 소년이 기타를 치고 있다.,2.75,0.9174917340278625
183,치타가 달리고 있다.,치타가 들판을 가로질러 달리고 있다.,3.799999952316284,0.7811123728752136
184,남자가 피자를 먹고 있다.,한 남자가 피자 한 조각을 먹고 있다.,4.800000190734863,0.8326018452644348
185,오랑우탄이 버스를 타고 있다.,원숭이가 버스를 타고 있다.,3.5999999046325684,0.7919721603393555
186,남자와 여자는 식당에서 이야기를 한다.,남자와 여자가 자전거를 타고 있다.,1.2000000476837158,0.36017847061157227
187,남자가 기타를 치고 있다.,남자가 유리문을 청소하고 있다.,0.4000000059604645,0.2885018587112427
188,한 소녀가 노래를 부르고 기타를 치고 있다.,한 젊은이가 기타를 연주하면서 노래를 부르고 있다.,2.4000000953674316,0.8753312826156616
189,한 소녀가 수화로 의사소통을 하고 있다.,한 어린 소녀가 수화를 사용하고 있다.,3.940999984741211,0.862684965133667
190,여자가 체중 운동을 하고 있다.,여자가 머리를 하고 있다.,0.5,0.29740893840789795
191,한 남자가 차 안에 들어가고 있다.,노인이 빨간 차에 타고 있다.,3.75,0.5500395894050598
192,커다란 녹색 공이 감자를 넘어뜨린다.,커다란 녹색 공이 감자를 때린다.,4.0,0.8404297828674316
193,고양이가 키보드를 연주하고 있다.,고양이가 피아노를 치고 있다.,3.0,0.8778867721557617
194,두 마리의 개가 수영장에서 수영을 합니다.,개들이 수영장에서 수영하고 있다.,4.199999809265137,0.7734218835830688
195,그 남자는 양파를 자르기 위해 헬리콥터를 사용했다.,그 남자는 감자를 자르기 위해 기계를 사용했다.,2.0,0.7662979364395142
196,여자가 두부를 썰다.,여자가 두부를 자르고 있다.,5.0,0.7165331840515137
197,한 무리의 사슴이 길을 건너고 있다.,순록 무리가 길을 건너고 있다.,3.0,0.7508155107498169
198,사람이 말을 타고 있다.,남자가 말을 타고 있다.,3.799999952316284,0.9004490375518799
199,누군가가 동물에게 먹이를 주고 있다.,누군가 피아노를 치고 있다.,0.0,0.28185468912124634
200,누군가가 토르틸라를 썰고 있다.,누군가가 말을 타고 있다.,0.0,0.2947101593017578
201,누군가가 불임제를 섞고 있다.,누군가가 바느질하고 있다.,0.25,0.43721067905426025
202,수탉이 죽은 쥐를 쪼아 먹는다.,닭이 죽은 쥐를 쪼고 있다.,4.0,0.6696975827217102
203,한 여성이 캥거루를 들고 있다.,한 여성이 캥거루를 집어 들고 있다.,3.25,0.9427264928817749
204,남자가 개구리와 놀고 있다,고양이가 카메라로 놀고 있다.,0.75,0.5004229545593262
205,두 남자가 이야기를 하고 있다.,두 남자가 기타를 치고 있다.,1.5,0.5213077068328857
206,한 남자가 큰 빵 조각에 버터를 뿌린다.,한 남자가 마늘 빵에 버터를 바르고 있다.,3.5,0.7365832924842834
207,한 남자가 높은 전선을 가로질러 달리고 있다.,남자가 밧줄로 달리고 있다.,3.0,0.5985870361328125
208,남자가 잔디를 깎고 있다.,여자가 레몬을 자르고 있다.,0.20000000298023224,0.5745626091957092
209,남자가 문을 열고 있다.,남자가 기타를 치고 있다.,0.800000011920929,0.32908743619918823
210,한 남자가 감자를 조각조각 자르고 있다.,남자가 감자를 자르고 있다.,4.199999809265137,0.8195267915725708
211,여자가 익힌 문어를 자르고 있다.,한 여성이 문어를 자르고 있다.,3.799999952316284,0.8241180181503296
212,남자가 판자를 뚫고 있다.,개가 물속을 달리고 있다.,0.4000000059604645,0.3225656747817993
213,남자가 춤을 추고 있다.,남자가 빵을 먹고 있다.,0.800000011920929,0.4458557367324829
214,누군가 피아노를 치고 있다.,남자가 기타를 치고 있다.,1.2000000476837158,0.7100154161453247
215,두 마리의 여우가 벽돌 테라스의 접시에서 먹고 있다.,여우는 접시에서 먹고 있다.,2.799999952316284,0.6902261972427368
216,소년이 키보드를 연주하고 있다.,한 소년이 피아노를 치고 있다.,3.200000047683716,0.8518128395080566
217,사람은 키보드를 친다.,누군가 키보드를 연주하고 있다.,5.0,0.42224961519241333
218,남자가 총을 쏘고 있다.,남자가 침을 뱉고 있다.,0.0,0.42069900035858154
219,누군가가 양파를 자르고 있다.,몇몇 사람들은 감자 껍질을 벗기고 있다.,1.0,0.546945333480835
220,남자가 수영을 하고 있다.,한 여성이 고기를 자르고 있다.,0.0,0.45103955268859863
221,남자가 기타를 치고 있다.,한 남자가 어쿠스틱 기타를 연주한다.,3.75,0.7071948647499084
222,한 여성이 호박을 썰고 있다.,한 여성이 코끼리를 타고 있다.,0.4000000059604645,0.3845110535621643
223,여자가 춤을 추고 있다.,여자가 반죽을 반죽하고 있다.,0.4000000059604645,0.39952439069747925
224,여자가 그릇에 달걀을 깨고 있다.,한 여성이 선반 위에 꼬치를 놓고 있다.,0.6000000238418579,0.4503883123397827
225,차가 도로를 지나고 있다.,차가 도로를 따라 운전하고 있다.,4.0,0.9099546670913696
226,누군가가 팬에 기름을 바르고 있다.,스모네가 누워 있다.,0.4000000059604645,0.19869017601013184
227,남자가 기타를 치고 있다.,남자가 파스타를 뱉고 있다.,0.4000000059604645,0.3097778558731079
228,한 여성이 보드카를 마시고 있다.,여자가 운동을 하고 있다.,0.4000000059604645,0.41871511936187744
229,한 여성이 고기를 조각조각 자르고 있다.,여자가 고기를 자르고 있다.,4.800000190734863,0.8023237586021423
230,남자가 스테이크를 헹구고 있다.,남자가 기타를 치고 있다.,0.6000000238418579,0.4116647243499756
231,남자가 물건을 팔고 있다.,남자가 집을 청소하고 있다.,0.800000011920929,0.42722010612487793
232,남자가 벽을 뛰어넘고 있다.,한 남자가 짧은 벽으로 뛰어내린다.,3.200000047683716,0.38382935523986816
233,육상선수들은 트랙을 돌아서 경주한다.,주자들은 경주에서 경쟁한다.,3.200000047683716,0.5396713018417358
234,한 남자가 축구공을 차고 있다.,남자가 그릇을 섞고 있다.,0.6000000238418579,0.3509887456893921
235,여자가 뭔가를 튀기고 있다.,여자가 말을 타고 있다.,0.6000000238418579,0.21840155124664307
236,고양이가 빨판을 핥고 있다.,한 여성이 오이를 자르고 있다.,0.0,0.27332496643066406
237,여자가 불가에 춤을 추고 있다.,한 여성이 목욕을 하고 있다.,1.399999976158142,0.441455602645874
238,남자가 생선을 썰고 있다.,남자가 감자를 자르고 있다.,2.200000047683716,0.7323029041290283
239,버터가 팬에 녹고 있다.,남자가 팬에 버터를 녹이고 있다.,3.5999999046325684,0.7376856803894043
240,세 소년이 춤을 추고 있다.,아이들이 춤을 추고 있다.,3.1110000610351562,0.8263894319534302
241,한 여성이 남자와 게임을 하고 있다.,한 남자가 피아노를 치고 있다.,0.6000000238418579,0.39756298065185547
242,남자가 하얀 차를 운전하고 있다.,한 남자가 인터뷰를 하고 있다.,0.4000000059604645,0.45785772800445557
243,한 남자가 차를 몰았다.,남자가 차를 운전하고 있다.,4.25,0.785498321056366
244,차가 공간에서 뒤로 물러난다.,차가 막힌 차선에서 후진하고 있다.,3.0,0.5560505390167236
245,한 남자가 피자에 치즈를 넣는다.,남자가 피자에 치즈를 뿌렸다.,5.0,0.8072235584259033
246,소년이 피아노를 치고 있다.,한 소년이 피아노를 친다.,5.0,0.8607958555221558
247,그 남자는 기타를 연주했다.,남자가 기타를 치고 있다.,3.75,0.7544649839401245
248,남자가 말을 타고 있다.,남자가 키보드를 연주하고 있다.,0.20000000298023224,0.36827218532562256
